Date Purchased,Receipt Number,Customer Name,Customer Address,Phone Number,Email,Store Location,Product Name,Product Code,Bar Code,Material Name,Color,Weight,Supplier,Lot Number,Price,Quantity,Tax,Total Price
2025-04-14,84aeffbe-ae1f-4957-9f28-e41746273272,Rebecca Mann,"03614 Jackson Fields, North Brianna, 98277",249-384-3089,rebecca.mann@yahoo.com,"870 Davidson Run, Port Sheilachester, 53831",Flexible TPU Filament,TPU-497,7.75803E+12,TPU,Yellow,500,PrintPro,L4846,46.61,2,6.53,99.75
2025-04-14,71219097-cd69-4dab-ab4b-2c0c0fdf60d5,Adam Lee,"90361 James Isle, Bryanville, 04154",609.543.1735x0583,adam.lee@gmail.com,"971 Riley Corner, North Nicholasland, 17217",Flexible TPU Filament,TPU-953,0496110804667,TPU,Yellow,750,ProtoPolymers,L3531,46.55,1,3.26,49.81
2025-04-14,5b951652-c11e-416b-a6d6-2330f5b19be4,Cody Walton,"99076 Pope River, West Debratown, 60017",593.110.9193x92845,cody.walton@yahoo.com,"9723 Laura Circle, West Breanna, 67757",Flexible TPU Filament,TPU-322,4.98227E+12,TPU,Yellow,1000,ProtoPolymers,L5583,20.97,3,4.4,67.31
2025-04-14,fd68a5d7-d37a-430a-af2a-a5e8667ae277,Zachary Sandoval,"03880 Cooper Flats, Port Casey, 25320",+1-779-599-5946x52170,zachary.sandoval@yahoo.com,"03379 John Street, Lindsayfurt, 27412",Flexible TPU Filament,TPU-657,0501508124736,TPU,Yellow,750,MakerStuff,L6942,22.97,3,4.82,73.73
2025-04-14,217bc29e-ec95-43e9-a1fa-246624f982ec,Crystal Durham,"0033 Thompson Greens, West Melanie, 32740",(302)410-2615,crystal.durham@gmail.com,"7355 Shelley Union, Johnsland, 16032",Transparent PETG Filament,PET-968,3.38656E+12,PETG,Clear,500,ProtoPolymers,L5520,25.68,1,1.8,27.48
2025-04-14,283edeec-9245-4468-a088-825ee3826da1,Jaime Nichols,"53042 Clark Common, Gibbsland, 22446",685.787.2558x77749,jaime.nichols@yahoo.com,"903 Patricia Mission, South Jeffery, 56209",Flexible TPU Filament,TPU-349,5.48121E+12,TPU,Yellow,500,MakerStuff,L1349,21.51,3,4.52,69.05
2025-04-15,234b20fd-ff7c-458f-9aa1-f98bb4a4feee,Blake Hunt,"6776 Richardson Parks, Joshuatown, 24037",341.514.8881x431,blake.hunt@gmail.com,"50835 Emily Glen, Julieview, 25488",Standard PLA Filament,PLA-700,8.40446E+12,PLA,White,1000,MakerStuff,L2124,44.88,2,6.28,96.04
2025-04-15,c34995ff-6743-4c04-80ac-1c00af8e26b2,Veronica Lynn,"3337 Zachary Turnpike, Sharpmouth, 45151",536-637-7805,veronica.lynn@gmail.com,"240 Cochran Village, Matthewchester, 56300",Pro ABS Filament,ABS-383,8.45909E+12,ABS,Black,500,3DFilaments,L3417,43.65,1,3.06,46.71
2025-04-15,210f2a8a-1c59-4736-bd56-1b27283379b8,Robin Berry,"6361 Lopez Coves, Ashleymouth, 84256",121-820-9702x3164,robin.berry@gmail.com,"48170 Stone Extension, Michelechester, 51763",Standard PLA Filament,PLA-234,8.67163E+12,PLA,White,500,3DFilaments,L3858,23.29,1,1.63,24.92
2025-04-15,b2da61f7-64bf-476d-9874-ed7d9190c53f,Cassandra Crosby,"387 Harris Divide, Brownfurt, 79779",859.777.9014,cassandra.crosby@hotmail.com,"5469 Robert Fall, Ellisburgh, 92057",Standard PLA Filament,PLA-153,0324841376811,PLA,Red,750,MakerStuff,L6304,20.46,3,4.3,65.68
2025-04-15,abe05b22-13dc-4154-ab1f-c2ab640eb68e,Wanda Jones,"85672 Clark Cape, Johnsonmouth, 50459",636-004-1257x77118,wanda.jones@hotmail.com,"72742 Mary Rest, East Kellyside, 97683",Standard PLA Filament,PLA-587,0427523083707,PLA,White,1000,ProtoPolymers,L9619,23.4,1,1.64,25.04
2025-04-15,1b1b4cd7-36ba-4918-bb7f-19981eed0236,Mary Cain,"164 Williams Avenue, Port Nicholasborough, 33229",(331)060-0531x312,mary.cain@hotmail.com,"06815 Hart Field, New Randall, 56584",Flexible TPU Filament,TPU-844,5.52065E+12,TPU,Yellow,750,PrintPro,L8405,35.11,1,2.46,37.57
2025-04-15,03671560-fd06-475b-b462-931f966456be,Diane Ramirez,"501 Robert Trafficway, Birdville, 93893",-7370,diane.ramirez@hotmail.com,"571 Smith Prairie, Reyesbury, 66485",Flexible TPU Filament,TPU-967,3.09144E+12,TPU,Purple,750,ProtoPolymers,L1510,21.81,4,6.11,93.35
2025-04-15,ee8b46d3-cb94-4541-94ca-e4328c813e53,Nicholas Phillips,"63039 Stevenson Isle, West Lonnie, 05692",640.355.3380x33968,nicholas.phillips@yahoo.com,"70171 Brett Divide, East Christopher, 78178",Transparent PETG Filament,PET-175,3.38167E+12,PETG,Orange,750,PrintPro,L9032,41.36,4,11.58,177.02
2025-04-15,0111fa05-308b-4146-aa87-9f65279c058a,Catherine Turner,"734 Miller Lake, Grayfort, 58353",(896)270-6614x98282,catherine.turner@yahoo.com,"7474 Hart Orchard, West Derrickfort, 26153",Standard PLA Filament,PLA-490,0857666567497,PLA,Blue,750,MakerStuff,L2076,23.78,3,4.99,76.33
2025-04-15,e6a7a6b0-f961-4ae2-960e-9c1ab4c0fd18,Charles Dyer,"69236 Wise Terrace, Williamfort, 83729",001-506-633-7050x249,charles.dyer@yahoo.com,"243 Alexander Trail, Lake Jenniferfurt, 52623",Flexible TPU Filament,TPU-912,1.83626E+12,TPU,Purple,750,ProtoPolymers,L9282,38.15,1,2.67,40.82
2025-04-15,2ec75a83-bffa-4a4f-8f19-72db3370dc1d,Kyle Jenkins,"119 Olsen Grove, Lake Raymond, 40884",2701168646,kyle.jenkins@gmail.com,"52237 Wayne Creek, Bradleyborough, 24832",Standard PLA Filament,PLA-523,3.46791E+12,PLA,Blue,1000,MakerStuff,L8046,33.54,2,4.7,71.78
2025-04-15,66dce997-b2c4-44a4-9edb-cef974f8a913,Joshua Peterson,"377 Albert Grove, Lake Branditon, 13194",806.984.7759,joshua.peterson@yahoo.com,"5553 Ortega Lane, West Morganville, 00905",Transparent PETG Filament,PET-537,2.09184E+12,PETG,Clear,750,ProtoPolymers,L7815,41.88,3,8.79,134.43
2025-04-16,3dabba61-8a69-4650-a9a2-e9cd7b6f65df,Robert Lopez,"505 Tara Street, Ericabury, 80030",691.567.1649x3289,robert.lopez@hotmail.com,"027 Kevin Spring, Jacksonmouth, 15663",Transparent PETG Filament,PET-168,3.32116E+12,PETG,Clear,1000,3DFilaments,L7132,48.6,4,13.61,208.01
2025-04-16,309a8327-891d-47fe-970e-287a0fd7b0f2,Jennifer Wade,"128 Davis Square, Monicashire, 79233",566-863-3414,jennifer.wade@gmail.com,"15931 Anderson Island, Raytown, 41238",Standard PLA Filament,PLA-931,6.65529E+12,PLA,Blue,500,PrintPro,L8075,22.89,3,4.81,73.48
2025-04-16,fd853cf8-7932-48b9-ad8a-c4bc6c24dcaa,Amanda Murray,"43772 Thomas Shores, New Lukehaven, 90757",497-374-6052,amanda.murray@hotmail.com,"30276 Joyce Shoals, North Amy, 44726",Standard PLA Filament,PLA-462,5.66184E+12,PLA,White,1000,PrintPro,L6400,40.09,4,11.23,171.59
2025-04-16,b01fb9f3-4d7d-40f3-bd16-9638658a8377,Marcus Moody,"47292 Dominguez Highway, East Jeffery, 98592",059.126.6201,marcus.moody@yahoo.com,"2018 Watkins Drive, Sanchezville, 32070",Transparent PETG Filament,PET-206,9.26176E+12,PETG,Orange,1000,PrintPro,L5712,38,3,7.98,121.98
2025-04-16,5075b55a-ccee-4b1c-b27d-da848e023ef0,Christopher Burns,"830 Hill Summit, Port Brittanyfurt, 63964",+1-649-215-1826x0688,christopher.burns@hotmail.com,"1898 Karen Fords, East Michelleburgh, 01198",Flexible TPU Filament,TPU-458,1.02932E+12,TPU,Purple,500,MakerStuff,L8900,26.72,1,1.87,28.59
2025-04-16,61bc7c56-42bb-4f63-8145-8abc8cc2e0f0,William Cox,"260 Kevin Path, Donnamouth, 18832",001-758-598-8310,william.cox@gmail.com,"32432 Brittany Harbors, Lake Cindy, 10247",Flexible TPU Filament,TPU-965,2.67146E+12,TPU,Purple,750,PrintPro,L5564,37.21,4,10.42,159.26
2025-04-16,9278f380-b351-4ddc-9951-86208769ee24,Jennifer Elliott,"892 Underwood Island, Graybury, 10662",181-861-5155x423,jennifer.elliott@yahoo.com,"16361 Gregory Stream, Briannafort, 13023",Flexible TPU Filament,TPU-819,4.8491E+12,TPU,Purple,1000,PrintPro,L5381,20.86,3,4.38,66.96
2025-04-16,bade33a0-13a2-4a82-9458-771da27a2bda,Andrea Macias,"7924 Gloria Station, Lake David, 50151",001-405-396-7275,andrea.macias@yahoo.com,"446 Kevin Walks, West Richardmouth, 12315",Pro ABS Filament,ABS-679,3.12901E+12,ABS,Green,750,3DFilaments,L1100,25.43,2,3.56,54.42
2025-04-16,1e2c6d4b-db99-4f51-8433-b3bdd9cc8656,Sarah Taylor,"8816 Christina Village, Lake Ronaldside, 98761",(389)097-2832x152,sarah.taylor@hotmail.com,"0676 Nathaniel Creek, Robinbury, 71164",Transparent PETG Filament,PET-485,4.47443E+12,PETG,Orange,500,MakerStuff,L1502,22.74,2,3.18,48.66
2025-04-16,d6e0217c-a801-415e-b046-425dfd474d95,Margaret Johnson,"9705 Christina Isle, Michaeltown, 46339",001-265-016-7318x8261,margaret.johnson@yahoo.com,"24376 Evans Meadow, New Lisa, 14747",Transparent PETG Filament,PET-895,7.22561E+12,PETG,Orange,750,3DFilaments,L3578,31.09,3,6.53,99.8
2025-04-16,47f8b6f1-3fdd-4e2b-afd6-129a82e09d39,Dennis Fisher,"0237 Wilson Overpass, Marshberg, 43084",001-686-211-0225x80305,dennis.fisher@yahoo.com,"067 Campbell Corner, Wrightberg, 96085",Standard PLA Filament,PLA-790,1.43637E+12,PLA,Blue,500,MakerStuff,L3579,42.62,1,2.98,45.6
2025-04-16,6e4ff4a4-19cb-44c8-9b45-03bce892464d,Cristina Hernandez,"26043 Ronald Ridges, North Michelle, 50354",(843)356-7086x04145,cristina.hernandez@yahoo.com,"6350 Blake Center, Jasonfort, 37222",Standard PLA Filament,PLA-524,2.47554E+12,PLA,Blue,750,ProtoPolymers,L7947,34.56,4,9.68,147.92
2025-04-17,5db2f6ce-e519-4530-98eb-3e59f9a1de3f,Michael Patrick,"989 Allen Harbor, New Patrick, 14442",(910)933-7118,michael.patrick@hotmail.com,"4738 Bradley Fields, Pierceview, 73946",Pro ABS Filament,ABS-794,7.16177E+12,ABS,Green,500,PrintPro,L6655,32.89,3,6.91,105.58
2025-04-17,ed601f49-471b-4cc7-a233-c597f129ed2f,Heather Anderson,"90367 Gabriel Terrace, Hartfurt, 53041",+1-432-029-3908x788,heather.anderson@yahoo.com,"3448 George Cape, West Benjamin, 19917",Flexible TPU Filament,TPU-107,2.40338E+12,TPU,Yellow,1000,3DFilaments,L1744,26.61,1,1.86,28.47
2025-04-17,2f5dff13-759a-4725-ae77-abe37ef74fdb,Christopher Thornton,"426 Nguyen Centers, Port Michaelview, 23666",089-164-9837x354,christopher.thornton@gmail.com,"627 Jessica Mews, Eddiefort, 12781",Pro ABS Filament,ABS-435,2.39724E+12,ABS,Black,750,MakerStuff,L3248,42.91,3,9.01,137.74
2025-04-17,0e4ddb72-3e6a-41f1-a78e-2f607a99bd76,Jacob Thomas,"3761 Jessica Valley, New Coryfurt, 03216",002-314-2900,jacob.thomas@gmail.com,"513 Timothy Port, Ochoaport, 43984",Standard PLA Filament,PLA-645,8.481E+12,PLA,Blue,500,ProtoPolymers,L8055,25.26,4,7.07,108.11
2025-04-17,e01a5b5e-592f-4dc6-8979-3220d14bc771,Donald Barr,"36625 Perez Spur, Mcdanielville, 64964",(131)451-9515,donald.barr@gmail.com,"92268 Greene Springs, Hernandezport, 82389",Pro ABS Filament,ABS-546,1.47541E+12,ABS,Black,1000,3DFilaments,L2180,31.9,1,2.23,34.13
2025-04-17,d9c099f6-fe70-4416-b40a-22d700bbd543,Sean Robles,"1196 Thomas Islands, East Katrina, 46718",767-695-2366x87887,sean.robles@hotmail.com,"361 Rose Trail, Lake Christopher, 47910",Standard PLA Filament,PLA-826,0587210552470,PLA,Red,750,PrintPro,L6129,37.26,4,10.43,159.47
2025-04-17,0361b157-b1fb-4587-a514-b3fcc809a0b4,Douglas Castaneda,"3330 David Square, South Jessica, 91743",(501)917-9202x52131,douglas.castaneda@gmail.com,"622 Manning Summit, Theodoremouth, 58693",Transparent PETG Filament,PET-275,4.12009E+12,PETG,Orange,750,PrintPro,L7636,20.62,3,4.33,66.19
2025-04-17,c75f41dc-9a6a-4bb1-9cda-038513eb4358,Erin Liu,"498 Fletcher Manors, West Teresa, 68855",(236)903-6289x1775,erin.liu@hotmail.com,"662 Linda Rue, Leeville, 14184",Flexible TPU Filament,TPU-349,5.03428E+12,TPU,Yellow,1000,3DFilaments,L2443,33.09,1,2.32,35.41
2025-04-17,f3ebe658-17e1-48f6-a03e-7003e29cb897,Jacob Harris,"34199 Anne Turnpike, Williamsmouth, 12718",054-683-5652x1568,jacob.harris@gmail.com,"209 Woods Ways, West Evanmouth, 10823",Transparent PETG Filament,PET-863,3.32289E+12,PETG,Orange,1000,ProtoPolymers,L9584,22.35,3,4.69,71.74
2025-04-17,9ea393ea-db64-4a33-a8b6-66d666a3f3db,Kelly Hanson,"0633 Susan Port, Davistown, 19194",001-481-717-5242x14955,kelly.hanson@gmail.com,"27474 Santos Dam, New Tracystad, 38069",Transparent PETG Filament,PET-643,2.75896E+12,PETG,Clear,500,3DFilaments,L3754,22.28,1,1.56,23.84
2025-04-17,1d447f41-79e9-44e1-bdc4-d680b3c95502,Natalie Esparza,"90380 Melissa Highway, Moorefurt, 10066",671.577.8711,natalie.esparza@gmail.com,"166 Richard Circles, Matthewfort, 28371",Flexible TPU Filament,TPU-341,4.70827E+12,TPU,Purple,500,3DFilaments,L6752,41.81,2,5.85,89.47
2025-04-17,b161fd16-e9a0-42a4-9acd-1e906fd1134e,Kim Brown,"6730 Miranda Trace, Nelsonburgh, 11457",(146)147-6834,kim.brown@gmail.com,"16542 Michael Manor, Alvarezburgh, 91817",Standard PLA Filament,PLA-878,9.60893E+12,PLA,Blue,500,3DFilaments,L4232,25.19,2,3.53,53.91
2025-04-18,d403fd02-5a2a-43bd-9a0a-e917690f1c3c,Alexis Mosley,"75164 Vanessa Village, Lake Shannon, 76310",033-682-9635,alexis.mosley@gmail.com,"90550 Mosley Parkway, Lake Victormouth, 54771",Standard PLA Filament,PLA-797,8.68513E+12,PLA,Blue,500,ProtoPolymers,L8601,42.62,4,11.93,182.41
2025-04-18,e71594ff-d6a6-4618-8eb1-8c8843b63613,Francisco Graham,"6491 Linda Cove, Lake Allenchester, 14089",981.789.0463x3786,francisco.graham@gmail.com,"71576 Smith Landing, New Justin, 86835",Transparent PETG Filament,PET-552,6.306E+12,PETG,Clear,1000,3DFilaments,L3473,33.18,4,9.29,142.01
2025-04-18,071f1a27-272e-41b1-97e1-bc36c520d50f,Matthew Haley,"3863 Poole Unions, Andersonfurt, 95936",(658)263-1281,matthew.haley@hotmail.com,"648 Stacy Ford, North Anthonytown, 82931",Pro ABS Filament,ABS-572,9.8196E+12,ABS,Green,750,PrintPro,L6766,35.21,3,7.39,113.02
2025-04-18,a8dfe59a-2dbd-47cf-a754-d4c302988dd2,Kenneth Nichols,"64041 Courtney Route, North Stephenville, 14535",(442)117-5361,kenneth.nichols@yahoo.com,"61713 Brooks Island, Stokesburgh, 39659",Flexible TPU Filament,TPU-760,9.90156E+12,TPU,Yellow,500,PrintPro,L7041,44.94,1,3.15,48.09
2025-04-18,4fc40b0a-966b-41e7-8435-fe28cb0c1709,Aimee Scott,"39080 Javier Lakes, East Anthonyberg, 29305",244-731-5847,aimee.scott@hotmail.com,"6863 Thompson Spur, Suzanneville, 77000",Standard PLA Filament,PLA-560,2.37677E+12,PLA,Blue,1000,ProtoPolymers,L8581,37.4,1,2.62,40.02
2025-04-18,472e2f3b-8f9a-4d51-9a58-fa4437abaed7,Patrick Gonzalez,"5172 Susan Glen, Carterhaven, 46671",(012)562-5313x5525,patrick.gonzalez@gmail.com,"50537 Roach Points, South Justinborough, 69610",Pro ABS Filament,ABS-561,9.19666E+12,ABS,Black,750,ProtoPolymers,L9214,24.52,1,1.72,26.24
2025-04-18,7e4b4f10-745f-480e-bbe5-403bb24b007b,Brandon Hill,"17295 Young Brooks, Andrewshire, 01110",426.088.0501x716,brandon.hill@hotmail.com,"4556 Angela Island, Salazarfurt, 39618",Standard PLA Filament,PLA-353,1.59103E+12,PLA,Blue,750,PrintPro,L9266,39.37,1,2.76,42.13
2025-04-18,43892f66-1780-49e9-b9d0-07627b92a41d,Jeremy Miller,"580 Jordan Tunnel, North Brandonport, 10336",596-422-9712x529,jeremy.miller@yahoo.com,"718 Becky Shore, Braymouth, 96296",Flexible TPU Filament,TPU-496,4.15833E+12,TPU,Yellow,750,MakerStuff,L6962,31.18,3,6.55,100.09
2025-04-18,79eae461-0751-4daa-844a-2a482fe12ed8,Ellen Mcdonald,"3715 Lisa Trace, Kathleenport, 93367",281.235.6798x363,ellen.mcdonald@gmail.com,"6249 Dylan Wells, Lake Danieltown, 60905",Transparent PETG Filament,PET-671,8.75418E+12,PETG,Orange,750,PrintPro,L6482,21.97,1,1.54,23.51
2025-04-18,b1123048-e128-49a8-92f6-29cabbe277ba,Wayne Romero,"74510 Dennis Manors, West Jaime, 23654",+1-489-786-1031x310,wayne.romero@gmail.com,"431 Joshua River, Myersville, 29322",Transparent PETG Filament,PET-458,4.73235E+12,PETG,Orange,750,3DFilaments,L3463,29.99,2,4.2,64.18
2025-04-18,bc76b752-cdcb-4818-8dfa-6a1719991b39,Wesley Graves,"4325 Garrett Isle, Thomastown, 87799",650.241.2095x7907,wesley.graves@gmail.com,"1009 Conley Pine, Port Dwayne, 12809",Pro ABS Filament,ABS-417,5.77585E+12,ABS,Green,1000,ProtoPolymers,L3112,37.84,1,2.65,40.49
2025-04-18,96d26487-641a-4b74-94c9-3d44e353a243,Kevin Cook,"971 Jennings Stream, East Tiffanybury, 86925",(570)396-5313,kevin.cook@yahoo.com,"148 Archer Wells, West Renee, 46224",Flexible TPU Filament,TPU-761,6.4431E+12,TPU,Purple,750,3DFilaments,L3093,40.09,1,2.81,42.9
2025-04-19,6e9ae156-325c-4a4e-bba9-5ec4fef43c9c,Ashley Sparks,"4107 Steven Drive, Cindyburgh, 40300",414.070.3491x0740,ashley.sparks@yahoo.com,"0042 Koch Turnpike, North Jennifer, 19197",Transparent PETG Filament,PET-319,9.14308E+12,PETG,Orange,1000,3DFilaments,L1298,30.87,2,4.32,66.06
2025-04-19,7616b503-6906-4588-b621-62ab6ba64252,Patricia Mora,"429 Shelton Islands, Lake Katrina, 33271",(683)441-4978,patricia.mora@gmail.com,"6128 Benson Parkway, Taylorchester, 61652",Transparent PETG Filament,PET-179,0806129439857,PETG,Clear,750,MakerStuff,L4711,49.99,2,7,106.98
2025-04-19,acf96a12-e522-466c-b93a-26ee22eb4a7f,David Daniels,"406 Richard Avenue, Aguirrehaven, 60823",1041591497,david.daniels@hotmail.com,"0198 Jacqueline Path, New Joy, 65421",Pro ABS Filament,ABS-711,2.44079E+12,ABS,Green,500,PrintPro,L6517,46.28,2,6.48,99.04
2025-04-19,6424fa05-4672-48f6-aaee-5d685e09f48e,Nichole Meyer,"31708 Myers Crossing, Richardburgh, 31293",-3434,nichole.meyer@hotmail.com,"328 Thomas Highway, Elizabethshire, 65114",Transparent PETG Filament,PET-838,6.17662E+12,PETG,Orange,500,MakerStuff,L3962,44.93,2,6.29,96.15
2025-04-19,95a15905-591c-44b6-94aa-600af487a21f,Alex Turner,"970 Estes Mountain, Hillburgh, 47391",835.868.1225x95724,alex.turner@hotmail.com,"6176 Obrien Falls, Davidmouth, 77683",Flexible TPU Filament,TPU-554,9.61002E+12,TPU,Yellow,500,ProtoPolymers,L6968,40.28,2,5.64,86.2
2025-04-19,341b2c09-18a0-46c0-ab2d-2feff5b79271,Kathleen Zavala,"312 Campos Manor, North Cherylville, 05405",001-175-902-5176x2983,kathleen.zavala@gmail.com,"7743 Judy Mews, North Brandi, 82960",Pro ABS Filament,ABS-928,0205698152875,ABS,Green,1000,ProtoPolymers,L4833,36.01,3,7.56,115.59
2025-04-19,9c7ab4e3-ee8b-49a3-848b-e725da6b0060,James Clark,"8559 Laurie Mill, Garrettland, 75100",284-117-3098,james.clark@yahoo.com,"34465 Monique Estate, Charlesshire, 32141",Flexible TPU Filament,TPU-896,8.46908E+12,TPU,Yellow,500,3DFilaments,L8218,33.84,3,7.11,108.63
2025-04-19,32387a5a-cfb5-4f2e-8825-85fac60b846e,Matthew Green,"0238 Glass Shore, East Trevorshire, 80455",001-051-699-1872x401,matthew.green@gmail.com,"8356 Turner Vista, North Sarah, 03955",Transparent PETG Filament,PET-993,8.96087E+12,PETG,Orange,1000,ProtoPolymers,L3655,44.5,2,6.23,95.23
2025-04-19,d03c9c2c-bc37-49b1-b48b-9a8c7eb3aefc,Andrea Wilson,"95535 Hull Freeway, North Brianna, 30270",(890)030-1027x24055,andrea.wilson@hotmail.com,"342 Mendoza Crossing, North Johnside, 27483",Pro ABS Filament,ABS-828,5.37458E+12,ABS,Green,500,ProtoPolymers,L7081,36.63,1,2.56,39.19
2025-04-19,34aababd-3975-4433-8b5e-d14871ab4711,Wesley Brown,"9741 Rhonda Ville, West Judy, 28126",520-377-1070,wesley.brown@yahoo.com,"9641 Joshua Ridge, Simpsonfurt, 50919",Flexible TPU Filament,TPU-560,6.26804E+12,TPU,Purple,500,3DFilaments,L2374,42.88,3,9,137.64
2025-04-19,0328a80d-9ba5-458b-8585-36b7cf6d2a9d,Sandra Solomon,"305 Glenn Tunnel, Port Danielfurt, 95042",+1-487-699-8426x73204,sandra.solomon@hotmail.com,"1384 Duncan Camp, Michaelview, 86095",Flexible TPU Filament,TPU-936,1.49543E+12,TPU,Purple,500,ProtoPolymers,L2502,48.38,2,6.77,103.53
2025-04-19,f3a2dc1d-0f91-4e97-ba5b-171cb7a4c108,Benjamin Howard,"836 Bethany Common, Pennyside, 41661",724-447-2322,benjamin.howard@hotmail.com,"031 Jack Parkways, Rileyton, 73037",Flexible TPU Filament,TPU-341,4.40581E+12,TPU,Yellow,750,PrintPro,L7797,21.59,3,4.53,69.3
2025-04-20,f5687574-13ca-4eb6-b486-a2511414f827,Scott Dixon,"35956 Dawn Wells, Douglasmouth, 80057",(565)749-0250x429,scott.dixon@gmail.com,"93588 Case Lane, Lake Jessicafurt, 85594",Transparent PETG Filament,PET-959,3.98987E+12,PETG,Orange,500,3DFilaments,L4678,20.84,1,1.46,22.3
2025-04-20,235d2722-aa78-48aa-95b2-868bac92275a,Donna Meyer,"4394 Mark Union, Jerrymouth, 98567",376-515-8815,donna.meyer@hotmail.com,"9376 Ashley Views, New John, 53928",Transparent PETG Filament,PET-812,9.44551E+12,PETG,Clear,500,MakerStuff,L1627,28.6,4,8.01,122.41
2025-04-20,c1f6028b-4a0e-4be5-af89-63b3d5b5c24c,Troy Keith,"27021 Baker Plaza, Newtonberg, 04967",(021)288-6652x68341,troy.keith@yahoo.com,"9991 Charles Knoll, Lozanomouth, 97585",Standard PLA Filament,PLA-119,7.22981E+12,PLA,White,1000,ProtoPolymers,L8349,38.45,1,2.69,41.14
2025-04-20,1b2aa4e4-c0e3-44e7-9b2d-f807fd225cba,Nicolas Gonzales,"941 Kenneth Junctions, New Zacharyhaven, 76500",645.652.2036x84995,nicolas.gonzales@gmail.com,"4214 Tucker Fork, West Sheila, 34504",Pro ABS Filament,ABS-213,3.42139E+12,ABS,Green,500,MakerStuff,L9991,48.2,4,13.5,206.3
2025-04-20,a93fd7ec-8ee4-4f7f-9768-065730bdf7be,Amanda Lee,"0534 Dennis Pike, Port Shawn, 14868",001-176-741-2415x131,amanda.lee@yahoo.com,"85478 Jasmine Island, South Craighaven, 42119",Pro ABS Filament,ABS-754,0032963347274,ABS,Green,500,3DFilaments,L2996,21.42,4,6,91.68
2025-04-20,c145217f-e595-43fa-a182-58d2f681db3f,Lisa Gross,"2318 Aaron Cliff, Grantborough, 93560",(064)969-3578,lisa.gross@hotmail.com,"43477 Harper Plains, Phillipsbury, 15229",Flexible TPU Filament,TPU-747,4.67536E+12,TPU,Yellow,500,PrintPro,L9189,37.89,1,2.65,40.54
2025-04-20,9d017d3c-f7df-4baf-b2a8-1e6e1c3da4eb,Heidi Bush,"7963 Kelly Parkways, Port Kirsten, 08470",-7851,heidi.bush@yahoo.com,"3504 Ortiz Ports, New Jamie, 82458",Flexible TPU Filament,TPU-729,9.5298E+12,TPU,Purple,1000,MakerStuff,L3352,28.73,1,2.01,30.74
2025-04-20,c32bba73-b417-4ee1-b8dc-639081278b86,Bryan Williams,"58328 Heath Forks, Lauriestad, 43951",(383)000-8186x70244,bryan.williams@gmail.com,"30416 Anderson Streets, Michelleland, 10185",Transparent PETG Filament,PET-636,6.00892E+12,PETG,Clear,500,ProtoPolymers,L4068,39.92,1,2.79,42.71
2025-04-20,a48fc1f1-1be4-4ba9-902a-d0197a0ffa86,Kristen Coleman,"044 Harris Greens, Bennettchester, 12698",684.748.8360,kristen.coleman@yahoo.com,"658 Shaun Ports, South Kelliemouth, 48974",Transparent PETG Filament,PET-750,4.52118E+12,PETG,Clear,500,PrintPro,L7397,46.19,1,3.23,49.42
2025-04-20,2a8be289-1f19-497e-bf86-ad63851ab93f,Donald Jensen,"8930 King Inlet, Maryton, 42633",001-996-043-8787x535,donald.jensen@yahoo.com,"788 Samantha Manors, South Davidtown, 21746",Transparent PETG Filament,PET-453,3.71067E+12,PETG,Orange,750,3DFilaments,L1266,30.7,1,2.15,32.85
2025-04-20,9ffe3709-0fa4-4293-983f-36db54beb7e0,Reginald Phillips,"4485 Elliott Expressway, West Alexandra, 27300",+1-589-477-3522x870,reginald.phillips@yahoo.com,"2271 Larry Field, Lake Clifford, 60609",Pro ABS Filament,ABS-659,7.92158E+12,ABS,Black,1000,PrintPro,L6447,23.99,3,5.04,77.01
2025-04-20,79b8023d-2a31-49ba-a4b1-7e4525807a2c,Lori Parrish,"459 Villa Points, North Brittany, 13998",001-342-491-2896x5999,lori.parrish@yahoo.com,"973 Aaron Fort, North Sarah, 81100",Transparent PETG Filament,PET-746,0510287675483,PETG,Clear,1000,MakerStuff,L8612,49.41,4,13.83,211.47
2025-04-21,5415668e-4f75-43d1-9610-7189016ff44c,Kathleen Allen,"6675 Roberson Island, New Meganburgh, 83570",268-774-1865x205,kathleen.allen@yahoo.com,"563 Patrick Fall, East Scotthaven, 26045",Standard PLA Filament,PLA-144,1.54809E+12,PLA,White,500,PrintPro,L8498,21.1,2,2.95,45.15
2025-04-21,8063fce4-c2e4-4a50-9336-50db316482fe,Wendy Padilla,"0907 Henry Mountains, North Mikeberg, 92990",001-221-610-7051x8439,wendy.padilla@hotmail.com,"55295 Shelia Lodge, Monroeton, 09014",Pro ABS Filament,ABS-359,2.4127E+12,ABS,Black,500,3DFilaments,L6080,35.45,4,9.93,151.73
2025-04-21,3030d7f4-d5d4-499b-b9d8-8a1469fac666,Cynthia Wilkinson,"44851 Owens Villages, New Sarahland, 15739",212-590-2035,cynthia.wilkinson@yahoo.com,"34324 Nicolas Heights, West Donald, 41859",Standard PLA Filament,PLA-986,4.32447E+12,PLA,Red,1000,MakerStuff,L5687,30.7,1,2.15,32.85
